uri,type,label,comment
http://purl.org/dc/terms/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Data Service - title,This property contains a name given to the Distribution. This property can be repeated for parallel language versions of the description.
http://publications.europa.eu/ontology/cdm#procedure_internal_draft_to_be_published,http://www.w3.org/2002/07/owl#DatatypeProperty,Internal procedure needs draft to be published?,"Do the better_regulation_requirements require that the draft be published for this internal procedure?
/ns4:ec_transmission_request/transmission/workflow/extension/ns3:better_regulation_requirements/ns3:draft_to_be_published"
http://publications.europa.eu/ontology/cdm#measure_national_implementing_official_journal,http://www.w3.org/2002/07/owl#DatatypeProperty,National or regional Official Journal,"DEPRECATED,  National or regional official journal in which this NIM was published.
Replaced by the individual fields name_official_journal, number_official_journal, date_official_journal, page_official_journal "
http://publications.europa.eu/ontology/cdm#concept_directory-code_subject_of_dossier,http://www.w3.org/2002/07/owl#ObjectProperty,Directory code concept is subject of a dossier,
http://publications.europa.eu/ontology/cdm#procurement_public_official-forms_link_type,http://www.w3.org/2002/07/owl#DatatypeProperty,Link type for the official forms,
http://publications.europa.eu/ontology/cdm#opinion_other_cor_number_session,http://www.w3.org/2002/07/owl#DatatypeProperty,Number of session,"DEPRECATED, Number of session.
|mixed content, decoded with fd_345.  Use cdm:preparatory_act_number_session. Relevant for legal analysis: true "
http://publications.europa.eu/ontology/cdm#manifestation_edition,http://www.w3.org/2002/07/owl#DatatypeProperty,Manifestation edition,"edition of this manifestation.
mapped from 250 $a "
http://data.europa.eu/eli/ontology#Format,http://www.w3.org/2002/07/owl#Class,Format,"The physical embodiment of a legal expression, either on paper or in any electronic format.
For example, any electronic or physical format of the legal expression (XML, TIFF, PDF, etc.) ; e.g. PDF version of act 3 of 2005.  (adapted from Akoma Ntoso).
Note that the notion of Format in ELI is more precise than a FRBR Manifestation in the sense that a Format in ELI can carry a legal value (see the property eli:legal_value)."
http://publications.europa.eu/ontology/cdm#expression_case-law_parties,http://www.w3.org/2002/07/owl#DatatypeProperty,Parties,Parties in the title of a case law document (language-specific)
http://publications.europa.eu/ontology/cdm#event_legal_date,http://www.w3.org/2002/07/owl#DatatypeProperty,Date of legal event,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#id_numpub,http://www.w3.org/2002/07/owl#DatatypeProperty,id_numpub,None
http://publications.europa.eu/ontology/cdm#event_legal_responsibility_of_person,http://www.w3.org/2002/07/owl#ObjectProperty,legal event under responsibility of person,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#indicator_decision,http://www.w3.org/2002/07/owl#DatatypeProperty,indicator_decision,None
http://publications.europa.eu/ontology/cdm#manifestation_distribution_date_modified,http://www.w3.org/2002/07/owl#DatatypeProperty,Distribution date modified,This property contains the most recent data on which the distribution was changed or modified
http://publications.europa.eu/ontology/cdm#article_legal_part_of_work,http://www.w3.org/2002/07/owl#ObjectProperty,Article (legal) part of work,This property associates an instance of a work with an instance of a legal article that forms part of it.
http://publications.europa.eu/ontology/cdm#language_used_by_expression,http://www.w3.org/2002/07/owl#ObjectProperty,Language used by expression,A given language is used by an expression
http://data.europa.eu/eli/ontology#changed_by,http://www.w3.org/2002/07/owl#ObjectProperty,changed by,"Inverse of « changes ». Indicates that this legal resource or expression is being legally changed by another. This encompasses the notions of amendment, replacement, repeal, or other types of change."
http://publications.europa.eu/ontology/cdm#date,http://www.w3.org/2002/07/owl#DatatypeProperty,Any type of date,Any type of date (inferred superproperty of all dates)
http://publications.europa.eu/ontology/cdm#has_status,http://www.w3.org/2002/07/owl#ObjectProperty,has_status,None
http://publications.europa.eu/ontology/cdm#case-law_incidentally_declares_void_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Case law incidentally declares void legal resource,"17 cases (2010-07-27). Is there a difference between ""declares void"" and ""declares invalid""? "
http://publications.europa.eu/ontology/cdm#related_to,http://www.w3.org/2002/07/owl#ObjectProperty,related_to,None
http://data.europa.eu/m8g/hasCriterionRequirement,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,has Criterion Requirement,"A Requirement group is a collection of Criterion requirements. At least, a Requirement group shall contain one Criterion requirement."
http://publications.europa.eu/ontology/cdm#act_reference_international,http://www.w3.org/2002/07/owl#DatatypeProperty,act_reference_international,None
http://www.w3.org/ns/adms#Asset,http://www.w3.org/2000/01/rdf-schema#Class,Asset,"An Asset is an abstract entity that reflects the intellectual content of the asset and represents those characteristics of the asset that are independent of its physical embodiment. This abstract entity combines the FRBR entities work (a distinct intellectual or artistic creation) and expression (the intellectual or artistic realization of a work). Assets can be versioned. Every time the intellectual content of an asset changes, the result is considered to be a new asset that can be linked to previous and next versions of the Asset. The physical embodiment of an Asset is called an Asset Distribution. A particular Asset may have zero or more Asset Distributions."
http://publications.europa.eu/ontology/cdm#measure_national_implementing_name_official_journal,http://www.w3.org/2002/07/owl#DatatypeProperty,National or regional Official Journal,National or regional official journal in which this NIM was published
http://publications.europa.eu/ontology/cdm#expression,http://www.w3.org/2002/07/owl#Class,Expression,"Realisation of a work in alpha-numeric or cartographic notation, sound, image, object, movement, etc., or any combination of such forms"
http://publications.europa.eu/ontology/cdm#resource_legal_information_miscellaneous,http://www.w3.org/2002/07/owl#DatatypeProperty,Miscellaneous information,Relevant for legal analysis: true
http://data.europa.eu/eli/ontology#jurisdiction,http://www.w3.org/2002/07/owl#ObjectProperty,jurisdiction,"The jurisdiction from which the legal resource originates. 

The place identifier can be taken from the Administrative Territorial Unit table published of the EU Publications Office at https://op.europa.eu/en/web/eu-vocabularies/at-dataset/-/resource/dataset/atu. Member States don't have to recreate their own list of values."
http://publications.europa.eu/ontology/cdm#joint-assessment_impact_summary,http://www.w3.org/2002/07/owl#Class,Summary of Joint Impact Assessment,None
http://publications.europa.eu/ontology/cdm#resource_legal_partially_adopts_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Legal resource partially adopts legal resource,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#licence_document,http://www.w3.org/2002/07/owl#Class,Concept representing the licence,"Corresponds to the contents of the MDR authority list licence
"
http://publications.europa.eu/ontology/cdm#authority_local,http://www.w3.org/2002/07/owl#Class,Local authority, Local authority / town. The list of instances of this class is provided by the Metadata Registry 
http://publications.europa.eu/ontology/cdm#back,http://www.w3.org/2002/07/owl#Class,Back  matter,"back matter contains any appendixes, etc. following the main part of a text (TEI, description of back element).
Cf. http://www.tei-c.org/release/doc/tei-p5-doc/en/html/DS.html#DSBACK for documentation"
http://publications.europa.eu/ontology/cdm#uses,http://www.w3.org/2002/07/owl#ObjectProperty,uses,None
http://publications.europa.eu/ontology/cdm#procurement_public_uses_originally_language,http://www.w3.org/2002/07/owl#ObjectProperty,Public procurement uses originally language,Authentic language version of a public procurement notice
http://publications.europa.eu/ontology/cdm#resource_legal_addresses_country,http://www.w3.org/2002/07/owl#ObjectProperty,resource legal addresses country,resource legal addresses country
http://data.europa.eu/eli/ontology#is_embodied_by,http://www.w3.org/2002/07/owl#ObjectProperty,is embodied by,"Relates an expression to a manifestation of that expression. Inverse of ""embodies""."
http://publications.europa.eu/ontology/cdm#xml-schema-definition_reference,http://www.w3.org/2002/07/owl#DatatypeProperty,xml-schema-definition_reference,None
http://publications.europa.eu/ontology/cdm#court-report_class,http://www.w3.org/2002/07/owl#DatatypeProperty,Part of court report,
http://purl.org/dc/terms/license,None,Data Catalogue - licence,This property refers to the licence under which the Distribution is made available.
http://publications.europa.eu/ontology/cdm#information-communication_efta,http://www.w3.org/2002/07/owl#Class,EFTA information and communication,European Free Trade Association (EFTA) information and communication (= subsector X of sector E in EUR-Lex)
http://publications.europa.eu/ontology/cdm#measure_national_implementing_reference_member-state,http://www.w3.org/2002/07/owl#DatatypeProperty,Reference Member States,Reference to the NIM allocated by the member state
http://publications.europa.eu/ontology/cdm#statement_assurance_eca,http://www.w3.org/2002/07/owl#Class,Court of Auditors statement of assurance,"Court of Auditors statements of assurance (5XA)
All ""other acts"" of the Court of Auditors are statements of assurance"
http://publications.europa.eu/ontology/cdm#work_created_by_agent,http://www.w3.org/2002/07/owl#ObjectProperty,Work is created by agent (AU),"Our legacy data was pointing to concepts of fd_010, corporate-body and country table. We have now mapped them all to either corportate-body or country table. Relevant for legal analysis: true.\\nRelated authority or tables: Corporate bodies NAL, Countries NAL\\nEntries previously using FD_010 have been mapped to either Corporate bodies NAL, Countries NAL. AU"
http://publications.europa.eu/ontology/cdm#resource_legal_contains_ep_opinion_on_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Legal resource contains European Parliament opinion on legal resource,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#access_url,http://www.w3.org/2002/07/owl#DatatypeProperty,access_url,None
http://publications.europa.eu/ontology/cdm#proceeding_third-party,http://www.w3.org/2002/07/owl#Class,Third party proceeding,Third party proceeding in sector 6 (6CT/6TT/6FT)
http://purl.org/dc/terms/relation,None,Dataset - related resource,This property refers to the resource related to the source resource.
http://publications.europa.eu/ontology/cdm#case_court_affected_by_case_court,http://www.w3.org/2002/07/owl#ObjectProperty,Case affected by case,This case affected by another case
http://purl.org/dc/terms/type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Dataset - type ,This property refers to a type of the agent that makes the Catalogue or Dataset availabl
http://publications.europa.eu/ontology/cdm#resource_legal_reviewed_by_case-law,http://www.w3.org/2002/07/owl#ObjectProperty,Judgement reviewed by case law,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#declared_void_by_preliminary_ruling,http://www.w3.org/2002/07/owl#ObjectProperty,declared_void_by_preliminary_ruling,None
http://data.europa.eu/eli/ontology#is_realized_by,http://www.w3.org/2002/07/owl#ObjectProperty,is realized by,"Relates a work to an expression of this work in the form of a ""sequence of signs"" (typically alpha-numeric characters in a legal context). Inverse of ""realizes""."
http://publications.europa.eu/ontology/cdm#term-of-office,http://www.w3.org/2002/07/owl#DatatypeProperty,term-of-office,None
http://publications.europa.eu/ontology/cdm#expression_title_information_additional,http://www.w3.org/2002/07/owl#DatatypeProperty,Additional information on title,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#dossier_part_of_dossier,http://www.w3.org/2002/07/owl#ObjectProperty,Dossier part of dossier,This dossier is part of another dossier
http://publications.europa.eu/ontology/cdm#work_table-of-contents,http://www.w3.org/2002/07/owl#DatatypeProperty,Table of contents,Table of contents. 
http://publications.europa.eu/ontology/cdm#work_part_of_collection_document,http://www.w3.org/2002/07/owl#ObjectProperty,Work is part of a document collection,"DEPRECATED, The work is part of a document collection. COLL "
http://publications.europa.eu/ontology/cdm#procjur-type,http://www.w3.org/2002/07/owl#Class,Concept representing types of procedures in a court case,"Values currently used in the Court schema: R, I, P

Traced in MDR-1936"
http://publications.europa.eu/ontology/cdm#case-law_declares_void_by_preliminary_ruling_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Case law declares void by preliminary ruling legal resource,158 cases (2010-07-27)
http://publications.europa.eu/ontology/cdm#concept_agenda_council_subject_of_event_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Agenda concept is subject of a legal event,Now coded with table 600
http://purl.org/dc/terms/language,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Catalogue Record - language,"This property refers to a language used in the textual metadata describing titles, descriptions, etc. of the Datasets in the Catalogue. This property can be repeated if the metadata is provided in multiple languages."
http://publications.europa.eu/ontology/cdm#formatting,http://www.w3.org/2002/07/owl#DatatypeProperty,formatting,None
http://publications.europa.eu/ontology/cdm#work_published_in_work,http://www.w3.org/2002/07/owl#ObjectProperty,Work published by another work,The work published in another work. Meant to eventually replace resource_legal_published_in...
http://data.europa.eu/54i#isLocationOf,http://www.w3.org/2002/07/owl#ObjectProperty,is location of,None
http://publications.europa.eu/ontology/cdm#datetime_request,http://www.w3.org/2002/07/owl#DatatypeProperty,datetime_request,None
http://publications.europa.eu/ontology/cdm#manifestation_official-journal_part_pages_total,http://www.w3.org/2002/07/owl#DatatypeProperty,Total pages,"DEPRECATED,  Total number of pages of the OJ part related to a legal resource.
Use manifestion_print_pages_total"
http://publications.europa.eu/ontology/cdm#resource_legal_amended_by_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Legal resource amended by legal resource,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#group_parliamentary_asks_question_parliamentary,http://www.w3.org/2002/07/owl#ObjectProperty,Parliamentary group asks a parliamentary question,The question is asked by a member of a given parliamentary group
http://data.europa.eu/eli/ontology#number,http://www.w3.org/2002/07/owl#DatatypeProperty,number,"An identifier or other disambiguating feature for a legal resource or legal expression. This can be the number of a legislation, the number of an article, or the issue number of an official journal."
http://publications.europa.eu/ontology/cdm#unit_administrative,http://www.w3.org/2002/07/owl#Class,Administrative unit,"""Politically defined administrative unit such as a town, a region, a country or the European Union"" (eGov Share Reference ontology).

The concept of an administrative unit is linked to CIDOC CRM's http://purl.org/NET/cidoc-crm/core#E53_Place"
http://publications.europa.eu/ontology/cdm#person_name,http://www.w3.org/2002/07/owl#NamedIndividual,Person name,Name of this person
http://www.w3.org/ns/dcat#qualifiedRelation,None,Dataset - qualified relation,This property provides a link to a description of a relationship with another resource.
http://publications.europa.eu/ontology/cdm#report_ep_reported_by_agent,http://www.w3.org/2002/07/owl#ObjectProperty,European Parliament report has rapporteur,"This preparatory act has a rapporteur (person or committee).
role RAPP

Example in rdf:
      <CMROntology:report_ep_reported_by_agent>
         <CMROntology:institution rdf:about=""&cellar-authority;corporate-body/EP_AGRI"">
            <skos:inScheme xmlns:skos=""http://www.w3.org/2004/02/skos/core#""
                           rdf:resource=""&cellar-authority;corporate-body/""/>
         </CMROntology:institution>
      </CMROntology:report_ep_reported_by_agent>
      <CMROntology:report_ep_reported_by_agent>
         <CMROntology:person rdf:about=""&resource;agent/ABC""/>
      </CMROntology:report_ep_reported_by_agent>...
      <owl:Axiom>
         <!-- Link between committee and reporter -->
        <CMRAnnotation:build_info>cdm:CDM_2.1.7  tdm:1523  xslt:3945 saxon:9.0.0.1J JVM:1.6.0_29 metaconvJar:1.2.0 builddate:29/08/2014 14:23:02</CMRAnnotation:build_info>
        <CMRAnnotation:in_committee>{&cellar-authority;corporate-body/EP_AGRI}</CMRAnnotation:in_committee>
        <owl:annotatedSource rdf:resource=""&resource;oj/JOC_1997_337_R_0052_01""/>
        <owl:annotatedProperty rdf:resource=""&cdm;report_ep_reported_by_agent""/>
        <owl:annotatedTarget rdf:resource=""&resource;agent/ABC""/>
     </owl:Axiom>
     <owl:Axiom>
       <!-- Order between committees -->
       <CMRAnnotation:build_info>cdm:CDM_2.1.7  tdm:1523  xslt:3945 saxon:9.0.0.1J JVM:1.6.0_29 metaconvJar:1.2.0 builddate:29/08/2014 14:23:02</CMRAnnotation:build_info>
       <CMRAnnotation:order>1</CMRAnnotation:order>
       <owl:annotatedSource rdf:resource=""&resource;oj/JOC_1997_337_R_0052_01""/>
       <owl:annotatedProperty rdf:resource=""&cdm;report_ep_reported_by_agent""/>
       <owl:annotatedTarget rdf:resource=""&cellar-authority;corporate-body/EP_AGRI""/>
     </owl:Axiom>"
http://publications.europa.eu/ontology/cdm#reviewed_by,http://www.w3.org/2002/07/owl#ObjectProperty,reviewed_by,None
http://publications.europa.eu/ontology/cdm#procedure_internal_planned_consultation_period_date_start,http://www.w3.org/2002/07/owl#DatatypeProperty,Internal procedure: Planned consultation period date start,
http://publications.europa.eu/ontology/cdm#gets_opinion_of,http://www.w3.org/2002/07/owl#ObjectProperty,gets_opinion_of,None
